sample_number,sample_code,plant_part,harvest_year,nitrogen_ppm,phosphorus_ppm,potassium_ppm,irrigation_levels,crop_rotation,field_or_greenhouse,species,harvest_year_desc,irrigation_desc,crop_rotation_desc,environment,total_fat_g_100_g_dw,crude_protein_g_100_g_dw,ash_g_100_g_dw,fiber_g_100_g_dw,carbohydrates_g_100_g_dw,energy_kcal_100_g_dw,oxalic_acid_mg_100_g_dw,quinic_acid_mg_100_g_dw,malic_acid_mg_100_g_dw,shikinic_acid_mg_100_g_dw,succinic_acid_mg_100_g_dw,citric_acid_mg_100_g_dw,total_acids_mg_100_g_dw,c6:0,c8:0,c10:0,c11:0,c12:0,c13:0,c14:0,c14:1,c15:0,c15:1,c16:0,c16:1,c17:0,c17:1,c18:0,c18:1n9c,c18:2n6c,c18:3n6,c18:3n3,c20:0,c20:2,c21:0,c22:0,c20:3n3,c20:5n3,c22:2,c23:0,c24:0,sfa,mufa,pufa,α-tocopherol_mg_100_g_dw,β-tocopherol_mg_100_g_dw,γ-tocopherol_mg_100_g_dw,total_tocopherols_mg_100_g_dw,fructose_g_100_g_dw,glucose_g_100_g_dw,saccharose_g_100_g_dw,trehalose_g_100_g_dw,raffinose_g_100_g_dw,total_free_sugars_g_100_g_dw,isocitric_acid_mg_g_of_extract,citric_acid_mg_g_of_extract,hydroxytyrosol_hexoside_mg_g_of_extract,cis-o-caffeoylqunic_acid_mg_g_of_extract,3-o-p-coumaroylquinic_acid_mg_g_of_extract,oleraceic_c_mg_g_of_extract,trans-o-caffeoylqunic_acid_mg_g_of_extract,4-o-p-coumaroylquinic_acid_mg_g_of_extract,giag_mg_g_of_extract,"apigenin-6,8-dihexoside_mg_g_of_extract",cis_5-o-caffeoylquinic_acid_mg_g_of_extract,trans_5-o-caffeoylquinic_acid_mg_g_of_extract,cis-5-o-p-coumaroylquinic_acid_mg_g_of_extract,trans-5-o-p-coumaroylquinic_acid_mg_g_of_extract,5-o-feruloylquinic_acid_mg_g_of_extract,chicoric_acid_mg_g_of_extract,oleracein_a_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,oleracein_c_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-hexurunoside_mg_g_of_extract,luteolin-o-hexurunoside_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,quercetin-o-acetylhexoside_mg_g_of_extract,kaempherol-o-deoxyhexosyl-hexoside_mg_g_of_extract,isorhamnetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-hexurunoside_mg_g_of_extract,apigenin-o-hexurunoside_mg_g_of_extract,isorhamnetin-o-hexurunoside_mg_g_of_extract,diosmetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-acetylhexoside_mg_g_of_extract,isorhamnetin-o-acetylhexoside_mg_g_of_extract,total_phenolic_acids_mg_g_of_extract,total_flavonoids_mg_g_of_extract,total_phenolic_compounds_mg_g_of_extract,tbars_ug_ml,oxhlia_ug_ml,experimental_code
6,SPIN6_1,leaves,1,300.0,200.0,200.0,0,0,1,Cichorium_spinosum,2021,not applied,not applied,Greenhouse,5.619246332272119,19.74672840528325,12.58623239853283,45.14129093496948,16.90650192894232,287.4687201972903,0.56,2.96,2.52,,,2.82,8.87,,,,,,0.6234999999999999,0.2,0.2125,0.075,0.15,13.448,1.5005,0.1735,,1.561,1.091,16.9825,,62.1155,0.265,,,0.359,,,0.114,0.212,0.917,17.834,2.954,79.21199999999999,3.55720213396562,,5.548903378778897,9.106105512744517,3.72,3.71,4.52,0.56,,12.5,,,,,0.3180034892937009,,,0.7023467424523766,,,,,,,,,,,,,,0.5014598837113722,0.5372518492800855,,0.5016072217428025,,,0.5868550588506724,,0.6785188267537963,,0.5083114663585253,0.4763866614987785,1.020350231746078,3.790390968196032,4.810741199942109,455.1781798245615,98.68198715782358,CS_L_NPK-N300-P200-K200_21_G
7,SPIN7_1,leaves,1,300.0,300.0,300.0,0,0,1,Cichorium_spinosum,2021,not applied,not applied,Greenhouse,5.713004931015547,21.28597657800714,13.60623781676428,43.13673195595559,16.25804871825744,287.8666094761094,1.78443961313394,3.493194837850698,2.171503474569736,,,2.601558762428118,10.05504552310386,,,,,,0.726,0.251,0.34,,0.191,14.017,1.291,0.264,,2.736,2.338,17.385,,58.492,0.477,,,0.433,,,0.154,0.205,0.701,19.81,4.16,76.03099999999999,2.03966228156293,,4.247791085804044,6.287453367366973,2.97,3.64,2.4,0.7,,9.71,,,,,0.5520839674799884,,,1.207238385767591,,,,,,,,,,,,,,0.5722751822391092,0.7462007914002033,,0.5220030756550396,,,0.6965779263932608,,0.8789226711554101,,0.5386127318966715,0.492151725256344,1.75932235324758,4.446744103996038,6.206066457243618,531.0030531609196,123.0631704410012,CS_L_NPK-N300-P300-K300_21_G
7,SPIN7_1,leaves,1,300.0,300.0,300.0,0,0,1,Cichorium_spinosum,2021,not applied,not applied,Greenhouse,5.390741662518658,21.87732255667038,13.77690802348324,42.4030555414036,16.55197221592411,287.0399651358531,1.780372439856957,3.430315814594214,2.163491252981468,,,2.650576841572774,10.02936899528124,,,,,,0.747,0.241,0.334,,0.197,13.545,1.342,0.265,,2.869,2.216,18.266,,57.98,0.462,,,0.452,,,0.144,0.212,0.729,19.522,4.089,76.39,2.160486560721993,,4.525799489896017,6.68628605061801,3.05,3.69,2.52,0.66,,9.92,,,,,0.5561658147606898,,,1.199364445987811,,,,,,,,,,,,,,0.5752243305546182,0.749136671320924,,0.5232351622214376,,,0.6974705693695631,,0.8672934731635304,,0.5402380063246256,0.492310485955168,1.7555302607485,4.444908698909868,6.200438959658368,530.555868650436,132.5132357521021,CS_L_NPK-N300-P300-K300_21_G
7,SPIN7_1,leaves,1,300.0,300.0,300.0,0,0,1,Cichorium_spinosum,2021,not applied,not applied,Greenhouse,5.551873296767102,21.58164956733876,13.69157292012376,42.76989374867959,16.40501046709078,287.4532873059812,1.78,3.46,2.17,,,2.63,10.04,,,,,,0.7364999999999999,0.246,0.337,,0.194,13.781,1.3165,0.2645,,2.8025,2.277,17.8255,,58.236,0.4695,,,0.4425,,,0.149,0.2085,0.715,19.666,4.1245,76.2105,2.100098135426889,,4.38684985279686,6.486947988223749,3.01,3.67,2.46,0.68,,9.82,,,,,0.5541248911203391,,,1.203301415877701,,,,,,,,,,,,,,0.5737497563968637,0.7476687313605637,,0.5226191189382385,,,0.6970242478814119,,0.8731080721594703,,0.5394253691106485,0.492231105605756,1.75742630699804,4.445826401452953,6.203252708450993,595.5883734034561,114.3183766790512,CS_L_NPK-N300-P300-K300_21_G
8,SPIN1_2,leaves,2,0.0,0.0,0.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,5.350123259377783,27.95397130153597,15.27054108216434,39.40173306207704,12.02363129484488,286.8649858440775,19.44792853217426,12.05937751333063,3.148727302222294,,4.442049538764968,2.296243175477803,41.39432606196996,,,,,,,,,,,14.065,2.5,,,1.417,2.075,,17.36,56.689,,,,0.786,,,,,5.109,21.377,2.5,76.124,2.552523070881602,,3.710975849204791,6.263498920086393,2.719,3.795,1.399,,,7.913,,,,,,,,,,,0.3561121232622872,1.644264532286172,,,,0.1458150309402109,,,,,,0.7600522138080614,0.6918482400646164,,0.6160462414394912,,,0.6814330153081237,0.5309975029307801,0.4822396360271859,,0.4763848438505787,0.4495122433555691,2.146191686488669,4.688513936784406,6.834705623273075,68.10911016949152,183.5564053537285,CS_L_NPK-Ctrl_22_G
8,SPIN1_2,leaves,2,0.0,0.0,0.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,5.446666666666526,26.3468599518459,15.71999999999889,38.05572758156097,14.43074579992771,288.2418781702151,19.49802033373302,11.59114581056521,3.145504628335543,,4.152042314357831,2.351446661565856,40.73815974855746,,,,,,,,,,,14.1,2.47,,,1.43,2.123,,17.5,56.51,,,,0.77,,,,,5.1,21.4,2.47,76.133,2.530900529723367,,3.751226211496959,6.282126741220326,2.871,4.043,1.447,,,8.361,,,,,,,,,,,0.3627947380124429,1.663663512565152,,,,0.1447656005429634,,,,,,0.7712695446103132,0.684618934185045,,0.6121630063017371,,,0.6788705368161673,0.5377212598565589,0.4814141226699903,,0.475184088626123,0.4488976174759432,2.171223851120558,4.690139110541878,6.861362961662437,70.41170634920634,193.3520599250936,CS_L_NPK-Ctrl_22_G
8,SPIN1_2,leaves,2,0.0,0.0,0.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,5.398394963022154,27.15041562669094,15.49527054108161,38.728730321819,13.22718854738629,287.5534320071463,19.47,11.83,3.15,,4.3,2.32,41.07,,,,,,,,,,,14.0825,2.485,,,1.4235,2.099,,17.43,56.5995,,,,0.778,,,,,5.1045,21.3885,2.485,76.1285,2.541707556427871,,3.731108930323846,6.272816486751717,2.8,3.92,1.42,,,8.14,,,,,,,,,,,0.3594534306373651,1.653964022425662,,,,0.1452903157415872,,,,,,0.7656608792091872,0.6882335871248307,,0.6141046238706142,,,0.6801517760621455,0.5343593813936696,0.4818268793485881,,0.4757844662383509,0.4492049304157562,2.158707768804614,4.689326523663143,6.848034292467756,74.78838582677164,173.8823529411765,CS_L_NPK-Ctrl_22_G
9,SPIN2_2,leaves,2,100.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,3.636856578488628,22.81565757818765,14.0512409927942,37.9606910989345,21.53555375159503,286.0579367233973,13.25912957134293,17.20993345741412,4.553876722251838,,4.919560910843975,3.047423322619912,42.98992398447277,,,,,,,,,,,16.587,2.944,,,1.521,1.53,,19.158,54.494,,,,0.653,,,,,1.518,21.873,2.944,75.182,3.10107948969578,,4.420019627085378,7.521099116781159,5.127,5.475,1.653,,,12.254,,,,,,,,,,,0.1643580361636292,1.099334234988912,,,,0.09549274157125803,,,,,,0.9197984432127759,1.023165101381941,,0.6404125320133507,,,1.052241735336042,1.000829337613544,0.6438085830951501,,0.5981519665524851,0.6139710446242613,1.359185012723799,6.492378743829549,7.851563756553348,123.278463648834,154.2497376705142,CS_L_NPK-N100-P100-K100_22_G
9,SPIN2_2,leaves,2,100.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,3.865370463612142,22.13137038523275,13.9367240688829,35.79167407111375,24.27486101115846,291.9966079003016,13.95245678457234,17.88146063303132,4.66355364341084,,4.966442006145122,3.095403922677753,44.55931698983738,,,,,,,,,,,16.7,3.01,,,1.453,1.49,,19.1,54.21,,,,0.7,,,,,1.72,22.193,3.01,74.8,3.230555002983887,,4.559379351501891,7.789934354485777,4.867,5.578,1.718,,,12.163,,,,,,,,,,,0.1703848520564046,1.114464012026404,,,,0.08865640946409335,,,,,,0.9288034328216261,1.05849938969934,,0.6311203319315271,,,1.030065101550766,1.018096933372244,0.64167108424175,,0.6005646454431728,0.6209872396796161,1.373505273546902,6.529808158740043,7.903313432286944,125.1986183074266,161.2337889940414,CS_L_NPK-N100-P100-K100_22_G
9,SPIN2_2,leaves,2,100.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,3.751113521050384,22.4735139817102,13.99398253083855,36.87618258502413,22.90520738137675,289.0272723118495,13.61,17.55,4.61,,4.94,3.07,43.77,,,,,,,,,,,16.6435,2.977,,,1.487,1.51,,19.129,54.352,,,,0.6765,,,,,1.619,22.033,2.977,74.99100000000001,3.165382335506817,,4.489231377198182,7.654613712704998,4.997,5.53,1.69,,,12.21,,,,,,,,,,,0.1673714441100169,1.106899123507658,,,,0.0920745755176757,,,,,,0.924300938017201,1.040832245540641,,0.6357664319724389,,,1.041153418443404,1.009463135492894,0.64273983366845,,0.5993583059978289,0.6174791421519388,1.366345143135351,6.511093451284796,7.877438594420147,122.3873873873874,147.212543554007,CS_L_NPK-N100-P100-K100_22_G
10,SPIN3_2,leaves,2,200.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,8.299723342555325,22.4107,13.53082465972754,37.12501224447449,18.63373975324265,313.1252935849175,11.65516024680256,6.788548152922632,2.767465899797832,,3.707177747314819,1.448168012240393,26.36652005907823,,,,,,,,,,,16.108,2.812,,,1.321,1.324,,19.057,58.623,,,,0.755,,,,,,18.184,2.812,79.00399999999999,0.5899705014749262,,2.536873156342183,3.126843657817109,5.022,6.565,2.699,,,14.286,,,,,,,,,,,0.77302615041068,3.274727048296108,,,,0.3570770550207646,,,,,,2.572378482786446,1.77847565682288,,0.9596831941560883,,,1.305477508680408,1.20269564111023,0.7096321334897817,,0.6331869960925973,0.4925306410531122,4.404830253727552,9.654060254191544,14.0588905079191,107.3222748815166,165.8253407370015,CS_L_NPK-N200-P100-K100_22_G
10,SPIN3_2,leaves,2,200.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,8.039732008933244,23.8114,13.21056845476289,36.35577413863808,18.58252539766579,314.6448379483385,11.59733150979217,6.797774428906503,2.769914707915726,,3.718498408868979,1.455617903260127,26.3391369587435,,,,,,,,,,,16.21,2.802,,,1.291,1.315,,18.998,58.59,,,,0.795,,,,,,18.296,2.802,78.903,0.627327974906881,,2.658302293667908,3.285630268574789,4.913,6.918,2.875,,,14.706,,,,,,,,,,,0.7411483309941689,3.494277972788526,,,,0.3465358647294274,,,,,,2.53905693054754,1.851714592698621,,0.9713741827766104,,,1.282608636967657,1.185838524868019,0.7017474114815724,,0.632724629119972,0.4912280217307651,4.581962168512122,9.656292930190755,14.23825509870288,103.2339449541285,171.2311557788945,CS_L_NPK-N200-P100-K100_22_G
10,SPIN3_2,leaves,2,200.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,8.169727675744284,23.11105,13.37069655724521,36.74039319155628,18.60813257545422,313.885065766628,11.63,6.79,2.77,,3.71,1.45,26.35,,,,,,,,,,,16.159,2.807,,,1.306,1.3195,,19.0275,58.6065,,,,0.775,,,,,,18.24,2.807,78.95349999999999,0.6086785784409974,,2.597683094443354,3.206361672884351,4.97,6.74,2.79,,,14.5,,,,,,,,,,,0.7570872407024245,3.384502510542317,,,,0.351806459875096,,,,,,2.555717706666993,1.815095124760751,,0.9655286884663493,,,1.294043072824033,1.194267082989124,0.705689772485677,,0.6329558126062846,0.4918793313919387,4.493396211119837,9.65517659219115,14.14857280331099,104.3236714975846,161.3226452905812,CS_L_NPK-N200-P100-K100_22_G
11,SPIN4_2,leaves,2,200.0,200.0,200.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,6.673333333333413,26.41872489959839,12.19999999999999,37.56013015021808,17.14781161685013,309.4464063662309,10.94564785671463,4.20000425317617,1.367972060421519,,1.78651977108966,0.7992432944688658,19.09938723587084,,,,,,,,,,,14.601,2.544,,,1.364,2.001,,19.936,59.554,,,,,,,,,,15.965,2.544,81.491,0.822884012539185,,2.115987460815047,2.938871473354232,3.633,5.176,2.351,,,11.16,,,,,,,,,,,0.4552440635866865,1.288085709873005,,,,0.1592674490465952,,,,,,1.486796550570802,1.441024421360432,,1.310315978653697,,,1.252681805638038,1.814816584040784,0.8202160272784071,,0.8739764854545333,,1.902597222506286,8.999827852996695,10.90242507550298,129.8054245283019,213.2820970042796,CS_L_NPK-N200-P200-K200_22_G
11,SPIN4_2,leaves,2,200.0,200.0,200.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,6.505799226769758,24.68129503602882,12.32492997198922,37.97644158370913,18.51153418150307,307.2763930784736,10.9742137539968,4.205912243817912,1.375440395136048,,1.797567279952165,0.8062856083483231,19.15941928125125,,,,,,,,,,,14.581,2.6,,,1.29,2.1,,19.81,59.62,,,,,,,,,,15.871,2.6,81.53,1.062992125984252,,2.283464566929134,3.346456692913386,3.85,5.42,2.434,,,11.704,,,,,,,,,,,0.4610588985695543,1.270688644006267,,,,0.1679365255121091,,,,,,1.517787709538832,1.428036318684472,,1.294103547727278,,,1.31165366346623,1.755063204300146,0.811025184398588,,0.9015728021189555,,1.89968406808793,9.019242430234502,10.91892649832243,137.1037832310839,220.3095323098893,CS_L_NPK-N200-P200-K200_22_G
11,SPIN4_2,leaves,2,200.0,200.0,200.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,6.589566280051585,25.5500099678136,12.2624649859946,37.76828586696361,17.8296728991766,308.3613997223523,10.96,4.2,1.37,,1.79,0.8,19.13,,,,,,,,,,,14.591,2.572,,,1.327,2.0505,,19.873,59.587,,,,,,,,,,15.918,2.572,81.51050000000001,0.9426551453260018,,2.199528672427337,3.142183817753339,3.74,5.3,2.39,,,11.43,,,,,,,,,,,0.4581514810781204,1.279387176939636,,,,0.1636019872793521,,,,,,1.502292130054817,1.434530370022452,,1.302209763190487,,,1.282167734552134,1.784939894170465,0.8156206058384976,,0.8877746437867444,,1.901140645297108,9.009535141615599,10.91067578691271,128.6679964539007,205.9932045779685,CS_L_NPK-N200-P200-K200_22_G
12,SPIN5_2,leaves,2,300.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,6.242709062427106,26.68424739791834,11.68935148118544,46.0625734721887,9.32111858628042,292.3309924430164,14.14817895683453,6.99543603034044,2.624682364993019,,3.879850715506439,1.640013024407147,29.28816109208158,,,,,,,,,,,16.445,3.756,,,1.775,2.129,,19.86,56.035,,,,,,,,,,18.22,3.756,78.024,3.126228863546991,,2.528509634290208,5.6547384978372,4.15,6.219,4.939,,,15.307,,,,,,,,,,,0.2031982328457261,1.788724508172606,,,,0.1040881142743284,,,,,,1.18144739189301,0.8029337279653056,,0.5976264040443275,,,0.8065715318283484,0.6050924979256581,0.5892047687421161,,0.5817963438770696,0.53379731773233,2.096010855292661,5.698469984008165,7.794480839300826,107.8735207100592,153.3862433862434,CS_L_NPK-N300-P100-K100_22_G
12,SPIN5_2,leaves,2,300.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,5.969801006633054,24.9013421474359,12.01441730076137,45.15146522283562,11.96297432233406,291.4884053844485,14.7027353117506,7.075918877214585,2.663375653435931,,3.887488874106432,1.647813741319776,29.97733245782732,,,,,,,,,,,16.543,3.698,,,1.699,2.142,,19.9,56.02,,,,,,,,,,18.242,3.698,78.062,3.106910809214412,,2.559558968300847,5.666469777515259,3.905,5.802,4.768,,,14.475,,,,,,,,,,,0.2137895166852353,1.776028104376568,,,,0.09659611042978372,,,,,,1.166692247526979,0.7829706634113801,,0.6064477307221937,,,0.8079718429047469,0.6057248163991606,0.5947289196559657,,0.5868727938834644,0.5301092894088851,2.086413731491588,5.681518303912775,7.767932035404363,110.6957547169811,158.9017576898933,CS_L_NPK-N300-P100-K100_22_G
12,SPIN5_2,leaves,2,300.0,100.0,100.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,6.106255034530079,25.79279477267712,11.8518843909734,45.60701934751216,10.64204645430724,291.9096989137324,14.43,7.04,2.64,,3.88,1.64,29.63,,,,,,,,,,,16.494,3.727,,,1.737,2.1355,,19.88,56.0275,,,,,,,,,,18.231,3.727,78.043,3.116576487948844,,2.544023610427939,5.660600098376783,4.03,6.01,4.85,,,14.89,,,,,,,,,,,0.2084938747654807,1.782376306274587,,,,0.1003421123520561,,,,,,1.174069819709994,0.7929521956883429,,0.6020370673832607,,,0.8072716873665476,0.6054086571624093,0.5919668441990409,,0.584334568880267,0.5319533035706075,2.091212293392124,5.689994143960471,7.781206437352594,106.875,146.5549936788875,CS_L_NPK-N300-P100-K100_22_G
13,SPIN6_2,leaves,2,300.0,200.0,200.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,7.479750674977594,24.92171210906175,13.51999999999975,37.16150248104487,16.91703473491603,308.9957484127992,8.243169214628299,3.612905798524737,1.015709422527353,,1.752102531941084,0.5785841262458714,15.20247109386734,,,,,,,,,,,15.638,2.893,,,,1.999,,19.914,59.556,,,,,,,,,,17.637,2.893,79.47,0.9920558031389266,,2.317380352644836,3.309436155783763,4.503,5.393,2.736,,,12.631,,,,,,,,,,,0.4406464490427606,1.815120082604099,,,,0.1634616761266004,,,,,,1.542039649559894,0.9596313943425343,,0.7456315902763826,,,1.075924520486402,0.7569113445877346,0.5929053832686844,,0.5755700397276575,0.4766068112676864,2.41922820777346,6.725220733516976,9.144448941290436,84.17522831050229,61.63684269536944,CS_L_NPK-N300-P200-K200_22_G
13,SPIN6_2,leaves,2,300.0,200.0,200.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,7.102623071026136,24.59038924558587,13.24529811924811,38.56310327146598,16.49858629267391,305.4057163352063,8.297693720023982,3.67267821666574,1.073797059245964,,1.949025389091886,0.5608364634287777,15.55403084845635,,,,,,,,,,,15.7,2.789,,,,2.05,,19.46,59.998,,,,,,,,,,17.75,2.789,79.458,1.100336433801702,,2.360182070057392,3.460518503859094,4.585,5.763,2.895,,,13.242,,,,,,,,,,,0.4588957500605041,1.782530386143911,,,,0.1733656374139965,,,,,,1.562385225263214,0.967789951187635,,0.7528923205521914,,,1.081365775931155,0.7706753423843777,0.5867161059279096,,0.580796960928031,0.4746424687444117,2.414791773618412,6.777264150918923,9.192055924537335,88.32031250000001,62.71672316384181,CS_L_NPK-N300-P200-K200_22_G
13,SPIN6_2,leaves,2,300.0,200.0,200.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,7.291186873001865,24.75605067732381,13.38264905962393,37.86230287625543,16.70781051379497,307.2007323740028,8.27,3.64,1.04,,1.85,0.57,15.38,,,,,,,,,,,15.669,2.841,,,,2.0245,,19.687,59.777,,,,,,,,,,17.6935,2.841,79.464,1.045623653808498,,2.338554924613276,3.384178578421774,4.54,5.58,2.82,,,12.94,,,,,,,,,,,0.4497710995516324,1.798825234374005,,,,0.1684136567702984,,,,,,1.552212437411554,0.9637106727650846,,0.749261955414287,,,1.078645148208778,0.7637933434860562,0.589810744598297,,0.5781835003278443,0.4756246400060491,2.417009990695936,6.75124244221795,9.168252432913885,88.65165631469982,60.44143734364339,CS_L_NPK-N300-P200-K200_22_G
14,SPIN7_2,leaves,2,300.0,300.0,300.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,3.393107126191495,24.23911516853932,13.45614737685216,36.40162120571835,22.51000912269868,290.3377037121122,13.97051983413269,9.321193371981837,2.664960488126948,,3.874853032925782,1.440563345091441,31.2720900722587,,,,,,,,,,,16.741,2.727,,,1.426,1.417,,19.923,57.001,0.015,,,0.766,,,,,,18.933,2.727,78.341,1.856287425149701,,1.796407185628742,3.652694610778443,4.732,5.714,2.963,,,13.409,,,,,,,,,,,0.1939216528210198,1.084995543488775,,,,0.1175048125652283,,,,,,1.468223619500543,1.010439276551138,,0.7833317253660905,,,1.022772401689843,0.8351792688114641,0.6627102283141094,,0.578514573008258,0.486166504742774,1.396422008875023,6.847337597984219,8.243759606859243,96.55511811023624,91.38666666666667,CS_L_NPK-N300-P300-K300_22_G
14,SPIN7_2,leaves,2,300.0,300.0,300.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,3.5897606826212,24.9013421474359,14.40576230492251,38.21046839488663,18.89266647013375,283.9048174036427,13.93929481414868,9.373059614612034,2.668808615169353,,3.872111389242871,1.443705300514583,31.29697973368752,,,,,,,,,,,16.645,2.83,,,1.51,1.398,,19.409,57.51,0.014,,,0.699,,,,,,18.854,2.83,78.317,1.732377538829152,,1.895659099960175,3.628036638789327,4.975,5.659,2.774,,,13.408,,,,,,,,,,,0.2059678076004322,1.080826125891277,,,,0.1076406186241717,,,,,,1.474593091556666,1.020577411886928,,0.7935981825688811,,,1.018133214819631,0.8439676426783369,0.6756395648031354,,0.5753725901448166,0.4840831460955125,1.394434552115881,6.885964844553906,8.280399396669788,95.52919708029201,94.8542504307869,CS_L_NPK-N300-P300-K300_22_G
14,SPIN7_2,leaves,2,300.0,300.0,300.0,0,0,1,Cichorium_spinosum,2022,not applied,not applied,Greenhouse,3.491433904406347,24.57022865798761,13.93095484088734,37.30604480030249,20.70133779641621,287.1212605578774,13.95,9.35,2.67,,3.87,1.44,31.28,,,,,,,,,,,16.693,2.7785,,,1.468,1.4075,,19.666,57.2555,0.0145,,,0.7324999999999999,,,,,,18.8935,2.7785,78.329,1.794258373205742,,1.846092503987241,3.640350877192982,4.85,5.69,2.87,,,13.4085,,,,,,,,,,,0.199944730210726,1.082910834690026,,,,0.1125727155947,,,,,,1.471408355528605,1.015508344219033,,0.7884649539674858,,,1.020452808254737,0.8395734557449005,0.6691748965586224,,0.5769435815765374,0.4851248254191433,1.395428280495452,6.866651221269063,8.262079501764514,102.421875,88.83870967741936,CS_L_NPK-N300-P300-K300_22_G
15,CSI1_1,leaves,1,,,,1,1,0,Cichorium_spinosum,2021,Deficit Irrigation,maize,Field,3.180200259472322,21.98190546528803,15.39976368649263,39.27501476668714,20.16311582205988,275.7519170180168,4.964140088321884,6.607670872560081,,,1.603096172976689,,13.18014594641999,,,,0.111,0.084,0.994,0.797,0.417,0.085,0.241,20.857,2.473,0.646,,2.526,1.89,19.213,0.295,45.73,,,,0.877,,,,0.919,1.845,29.741,5.021,65.238,0.03565768621236133,,0.1374801901743265,0.1731378763866878,0.75,1.97,8.34,0.85,,11.91,,,,,,,,,,,1.140397985267018,2.299379801625824,,,,3.909359655257827,,,,,,3.427539768297477,2.572020059048624,,0.7955336559513223,,,1.352433928655592,1.641527558575015,1.451785399881566,,0.6019041314288709,0.4926115705917526,7.349137442150669,12.33535607243022,19.68449351458089,17.67766203703704,26.83810838798757,CS_L_IR-Deficit_21_F
15,CSI1_1,leaves,1,,,,1,1,0,Cichorium_spinosum,2021,Deficit Irrigation,maize,Field,3.313193015072103,21.60667539267016,15.21314039890564,39.47210147822592,20.3948897151262,276.7692005232861,4.985839364573112,7.013138839825506,,,1.545099306949673,,13.54867103441012,,,,0.107,0.083,1.009,0.838,0.39,0.087,0.25,20.899,2.548,0.63,,2.524,1.826,19.541,0.275,45.416,,,,0.884,,,,0.946,1.748,29.755,5.014,65.232,0.03515078889554624,,0.1449970041941282,0.1801477930896745,0.8,2.05,8.58,0.89,,12.32,,,,,,,,,,,1.12853383557336,2.302666395037759,,,,3.925019624444878,,,,,,3.38764192773508,2.565808793415917,,0.7698525495887582,,,1.358284748335061,1.679416844218758,1.380836852439264,,0.6039507547222969,0.4927954201902268,7.356219855055997,12.23858789064536,19.59480774570136,18.1817281920078,28.62111100667356,CS_L_IR-Deficit_21_F
15,CSI1_1,leaves,1,,,,1,1,0,Cichorium_spinosum,2021,Deficit Irrigation,maize,Field,3.246696637272213,21.7942904289791,15.30645204269914,39.37355812245653,20.27900276859304,276.2605587706515,4.97,6.81,,,1.57,,13.36,,,,0.109,0.0835,1.0015,0.8175,0.4035,0.086,0.2455,20.878,2.5105,0.638,,2.525,1.858,19.377,0.285,45.57299999999999,,,,0.8805000000000001,,,,0.9325,1.7965,29.748,5.0175,65.235,0.0354,,0.1412385971842273,0.1766428347381812,0.78,2.01,8.46,0.87,,12.115,,,,,,,,,,,1.134465910420189,2.301023098331791,,,,3.917189639851352,,,,,,3.407590848016278,2.56891442623227,,0.7826931027700402,,,1.355359338495326,1.660472201396886,1.416311126160415,,0.6029274430755839,0.4927034953909897,7.352678648603333,12.28697198153779,19.63965063014112,18.18797922798053,25.32503788785196,CS_L_IR-Deficit_21_F
